"","encoding","file","scenario","size","anomaly","impact","overlapping.F1.mean","overlapping.F1.sd","overlapping.F1v.mean","overlapping.F1v.sd","overlapping.F2.mean","overlapping.F2.sd","overlapping.F3.mean","overlapping.F3.sd","overlapping.F4.mean","overlapping.F4.sd","neighborhood.N1","neighborhood.N2.mean","neighborhood.N2.sd","neighborhood.N3.mean","neighborhood.N3.sd","neighborhood.N4.mean","neighborhood.N4.sd","neighborhood.T1.mean","neighborhood.T1.sd","neighborhood.LSC","linearity.L1.mean","linearity.L1.sd","linearity.L2.mean","linearity.L2.sd","linearity.L3.mean","linearity.L3.sd","dimensionality.T2","dimensionality.T3","dimensionality.T4","balance.C1","balance.C2","network.Density","network.ClsCoef","network.Hubs.mean","network.Hubs.sd"
"848","node2vecedges","scenario3_1000_skip_0.2.csv","scenario3","1000","skip","0.2","0.999148593594421","0.000825409230854691","0.184896830263641",NA,"1.04790614933014e-19",NA,"0.919",NA,"0",NA,"0.236","0.388953836415127","0.0880713935642551","0.12","0.325124138915747","0.133","0.339744648856206","0.00206185567010309","0.00297098375681492","0.985729","0.140078989984765",NA,"0.13",NA,"0.143",NA,"0.128","0.002","0.015625","0.719923580814524","0.532006658817796","0.863683683683684","0.357041759495099","0.855661348933315","0.171845808452634"
"858","node2vecedges","scenario4_1000_all_0.05.csv","scenario4","1000","all","0.05","0.990856475764778","0.00571063786516832","0.0219928619351879","0.0219672437734446","2.08865493848634e-08","9.08528236069576e-08","0.314686384625047","0.172478874680869","0.0589132853219587","0.121083351592359","0.458","0.241711162446969","0.192233114070034","0.04","0.196057232558349","0.47","0.499348925451281","0.00125523012552301","0.00805651707298821","0.972535","0.0109779262463568","0.0206673332996586","0.021620463877608","0.0394963370817911","0.0147205229935615","0.0410992679732655","0.128","0.004","0.03125","0.160913565959864","0.931022489192702","0.90417017017017","0.150990008223403","0.874136300599917","0.283706381535791"
"867","node2vecedges","scenario4_1000_all_0.1.csv","scenario4","1000","all","0.1","0.991309560688968","0.00493100691499075","0.0351921736556185","0.0604555452881746","0.0103428029987345","0.0473959562204864","0.636459877135214","0.114042762021012","0.0610399233636324","0.143996278651323","0.612","0.388840840935406","0.189533590222581","0.088","0.283436653127884","0.537","0.49887862239214","0.000616643929058663","0.00236703133804365","0.993438","0.0412843568633452","0.0407030280130156","0.0770974580206614","0.0734252189423375","0.055547362167908","0.063736153697674","0.128","0.004","0.03125","0.276659625028475","0.859189764333016","0.922862862862863","0.133878637734642","0.870524914153276","0.291806411531564"
"877","node2vecedges","scenario4_1000_all_0.15.csv","scenario4","1000","all","0.15","0.995500997111222","0.00178236571395403","0.0396789237055224","0.0610706808835016","0.00175197864984235","0.0080206020170867","0.660784719747525","0.106263567551888","0.0769596780008933","0.147508442077557","0.592","0.354329981081427","0.206370363477398","0.105","0.306706812883361","0.576","0.494437527366672","0.000735080058224163","0.00361681055849354","0.991997","0.0567889998887579","0.0469059120177739","0.090996564838527","0.0686310167861729","0.0603073218964901","0.0573483400098867","0.128","0.003","0.0234375","0.323334346070398","0.823231864502975","0.925827827827828","0.134344922120232","0.886080191739629","0.275247869164574"
"887","node2vecedges","scenario4_1000_all_0.2.csv","scenario4","1000","all","0.2","0.988172044951477","0.0055705568469221","0.0293603431972875","0.053979272850132","1.22968804722048e-05","4.70989286176884e-05","0.690202794168567","0.116732685346638","0.0749685175279011","0.147955787848408","0.634","0.324765289030841","0.229027331683792","0.13","0.336471712352188","0.521","0.499808772240753","0.000837837837837838","0.00264831116252453","0.993255","0.0379165203110196","0.0424147481585455","0.0640113439066412","0.0585707098244833","0.0452176206836435","0.0635340294585389","0.128","0.004","0.03125","0.428932883871792","0.733691508217099","0.93360960960961","0.125633340981752","0.893622035982829","0.256925672406099"
"897","node2vecedges","scenario4_1000_attribute_0.05.csv","scenario4","1000","attribute","0.05","0.999133683743091","0.000826569118524277","0.645776820737157",NA,"0.434479667219614",NA,"0.913",NA,"0.581",NA,"0.144","0.292476423048472","0.166470342297683","0.072","0.258617251711642","0.062","0.241276219744537","0.00062780269058296","0.00386569490657389","0.991965","0.0485343636226709",NA,"0.051",NA,"0.045",NA,"0.128","0.003","0.0234375","0.290629793328508","0.892827960965543","0.912994994994995","0.156030139231975","0.875794649152844","0.2804606465771"
"907","node2vecedges","scenario4_1000_attribute_0.1.csv","scenario4","1000","attribute","0.1","0.999781971364931","0.000295694359494578","0.810391297866936",NA,"0.685895013596987",NA,"0.96",NA,"0.595",NA,"0.276","0.412360851317622","0.121749065882212","0.135","0.341894562536306","0.207","0.40535825551642","0.000519846350832266","0.00182887887107911","0.996576","0.0925577306230442",NA,"0.102",NA,"0.121",NA,"0.128","0.003","0.0234375","0.475303571783445","0.775722079117736","0.918608608608609","0.146219564754056","0.901372641367623","0.243471651065485"
"9111","node2vecedges","scenario4_1000_attribute_0.15.csv","scenario4","1000","attribute","0.15","0.999869286806583","0.000105232287474296","0.926139992783488",NA,"0.664546368239782",NA,"0.983",NA,"0.606",NA,"0.416","0.448498230116138","0.117376569950029","0.249","0.432650189166937","0.199","0.399447817065707","0.000463615023474178","0.00123018826992802","0.998341","0.137948516184389",NA,"0.16",NA,"0.154",NA,"0.128","0.003","0.0234375","0.634309554640566","0.632385120350109","0.928302302302302","0.136483781314987","0.897504040914441","0.253754326640034"
"928","node2vecedges","scenario4_1000_attribute_0.2.csv","scenario4","1000","attribute","0.2","0.999691740688174","0.000376410471950295","0.845699629022229",NA,"0.712087852482248",NA,"0.963",NA,"0.589",NA,"0.455","0.440361213263097","0.12160953041396","0.266","0.44208533049564","0.21","0.407512044074854","0.000492234169653525","0.00125998382408863","0.998034","0.165977925161631",NA,"0.199",NA,"0.186",NA,"0.128","0.003","0.0234375","0.719923580814524","0.532006658817796","0.929413413413413","0.15284684972611","0.891265639900165","0.274260163983686"
"937","node2vecedges","scenario4_1000_early_0.05.csv","scenario4","1000","early","0.05","0.995586413329131","0.0079265293902041","0.00786174677815778",NA,"2.34425283716749e-14",NA,"0.588",NA,"0",NA,"0.466","0.139659199143036","0.181533958465803","0.032","0.176088066055048","0.171","0.376697359827357","0.00757575757575758","0.0281536463848861","0.887101","0.010243885751647",NA,"0.012",NA,"0.00600000000000001",NA,"0.128","0.005","0.0390625","0.311357370429283","0.881771988835611","0.90236036036036","0.192744379888327","0.803439525026494","0.365634444575705"
"947","node2vecedges","scenario4_1000_early_0.1.csv","scenario4","1000","early","0.1","0.995394679171354","0.010781100880901","0.0236952370430842",NA,"4.58549370387191e-13",NA,"0.777",NA,"0",NA,"0.562","0.171865276956977","0.216381256047843","0.067","0.250147103868051","0.195","0.396398955765693","0.00384615384615385","0.0173028716515314","0.916341","0.0285880199377211",NA,"0.034",NA,"0.02",NA,"0.128","0.005","0.0390625","0.459413032704721","0.787611327589844","0.918286286286286","0.190474706430242","0.837508279788702","0.31966087674163"
"957","node2vecedges","scenario4_1000_early_0.15.csv","scenario4","1000","early","0.15","0.994685465112723","0.0082822766619064","0.0380386055445582",NA,"7.29943760645736e-11",NA,"0.643",NA,"0.006",NA,"0.571","0.190543984314876","0.223808217034828","0.09","0.286324958712967","0.215","0.41102791139282","0.003125","0.0146607402294439","0.924438","0.0390259389214542",NA,"0.039",NA,"0.026",NA,"0.128","0.006","0.046875","0.634309554640566","0.632385120350109","0.924580580580581","0.189936902647516","0.859008543964337","0.274391986466662"
"967","node2vecedges","scenario4_1000_early_0.2.csv","scenario4","1000","early","0.2","0.992347764805302","0.01623886116957","0.0298822143812631",NA,"2.24494497137976e-09",NA,"0.685",NA,"0",NA,"0.509","0.175093064928232","0.215671153517014","0.071","0.256953351846254","0.223","0.416466618643613","0.00340136054421769","0.0141025787896409","0.934099","0.0290806536448109",NA,"0.032",NA,"0.032",NA,"0.128","0.005","0.0390625","0.729856316947157","0.519027534240083","0.927317317317317","0.177384972663532","0.8538302887699","0.310465187686069"
"977","node2vecedges","scenario4_1000_insert_0.05.csv","scenario4","1000","insert","0.05","0.999228243500151","0.0014759399716759","0.00929382302737443",NA,"5.38086535923488e-06",NA,"0.466",NA,"0",NA,"0.493","0.0561134139431521","0.0933626892438746","0.006","0.0772655807586403","0.515","0.500025024398804","0.0333333333333333","0.0595803330970382","0.863658","0.00258802133965963",NA,"0.00900000000000001",NA,"0.00600000000000001",NA,"0.128","0.003","0.0234375","0.290629793328508","0.892827960965543","0.906494494494494","0.12641759018622","0.89390350924434","0.255303551998885"
"987","node2vecedges","scenario4_1000_insert_0.1.csv","scenario4","1000","insert","0.1","0.996598271893661","0.00568484179498847","0.012247438065793",NA,"1.04561250824234e-22",NA,"0.634",NA,"0",NA,"0.357","0.0647088925667761","0.0955753827945772","0.001","0.0316227766016838","0.511","0.500129112459102","0.0384615384615385","0.0636416409400203","0.863415","0.00074418793817943",NA,"0.003",NA,"0",NA,"0.128","0.003","0.0234375","0.456186102569526","0.78997909083869","0.910296296296296","0.130803713628247","0.887308243581516","0.27018402388189"
"997","node2vecedges","scenario4_1000_insert_0.15.csv","scenario4","1000","insert","0.15","0.997168224078321","0.00460073116011362","0.0206139305205532",NA,"1.22057643684877e-20",NA,"0.66",NA,"0",NA,"0.396","0.0853582262497067","0.119520106565458","0.002","0.0446989708829856","0.529","0.499408058013093","0.0181818181818182","0.0411024424385069","0.885315","0.00168092118131224",NA,"0.004",NA,"0.002",NA,"0.128","0.003","0.0234375","0.6098403047164","0.657718120805369","0.921943943943944","0.0959370205897132","0.896275339141666","0.258188156013144"
"1007","node2vecedges","scenario4_1000_insert_0.2.csv","scenario4","1000","insert","0.2","0.995611487364783","0.00660543710512739","0.0196462266358162",NA,"2.58598235771418e-20",NA,"0.611",NA,"0",NA,"0.391","0.0855949262440446","0.111343383149836","0","0","0.498","0.500246185638877","0.0285714285714286","0.0463441637383289","0.893642","0.000105277751165977",NA,"0.001",NA,"0",NA,"0.128","0.004","0.03125","0.697268815792328","0.560504859735593","0.920782782782783","0.11712518904262","0.901195803851493","0.245071329847565"
"10112","node2vecedges","scenario4_1000_late_0.05.csv","scenario4","1000","late","0.05","0.996165623809072","0.00772540883876023","0.0273669618338161",NA,"6.37515597314143e-10",NA,"0.877",NA,"0.421",NA,"0.459","0.268192769021845","0.188590864897721","0.04","0.196057232558349","0.143","0.350248017372938","0.00103942652329749","0.0047563871101907","0.983341","0.0218419238884681",NA,"0.024",NA,"0.021",NA,"0.128","0.003","0.0234375","0.273513827707064","0.901603439299311","0.906526526526527","0.152530546835854","0.8415808876121","0.314667263316395"
"1028","node2vecedges","scenario4_1000_late_0.1.csv","scenario4","1000","late","0.1","0.997125500198938","0.00596916221849195","0.0495652502035279",NA,"1.13271195285569e-12",NA,"0.903",NA,"0.424",NA,"0.507","0.290949605633348","0.187499748718763","0.055","0.228094337998616","0.213","0.409632516774241","0.000971380471380471","0.00438580291748858","0.983758","0.0435674697406436",NA,"0.044",NA,"0.038",NA,"0.128","0.003","0.0234375","0.459413032704721","0.787611327589844","0.912760760760761","0.14615743804122","0.866831536136441","0.304989277251418"
"1037","node2vecedges","scenario4_1000_late_0.15.csv","scenario4","1000","late","0.15","0.996847988191032","0.00422957300025937","0.0850312937880746",NA,"2.36569009385285e-10",NA,"0.931",NA,"0.414",NA,"0.501","0.339928825250498","0.198058863761945","0.112","0.315524255098646","0.293","0.45536618051669","0.000798639455782313","0.00249800973623209","0.992725","0.0691304487778328",NA,"0.076",NA,"0.079",NA,"0.128","0.003","0.0234375","0.624653823250712","0.642543764389036","0.922296296296296","0.122841823870274","0.904893310658081","0.234335327320754"
"1047","node2vecedges","scenario4_1000_late_0.2.csv","scenario4","1000","late","0.2","0.996964749797761","0.00455846314926579","0.110616894247259",NA,"4.43208804085382e-11",NA,"0.953",NA,"0.437",NA,"0.562","0.367554762907468","0.186185527174304","0.134","0.340822769427396","0.393","0.488661221901012","0.000717557251908397","0.0021311453545443","0.994377","0.0791422313993472",NA,"0.089",NA,"0.079",NA,"0.128","0.004","0.03125","0.717910015869478","0.534601001160596","0.923633633633634","0.142620717223224","0.907787479768782","0.22825016383514"
"1057","node2vecedges","scenario4_1000_rework_0.05.csv","scenario4","1000","rework","0.05","0.998926901267886","0.00129242398338297","0.0310624620586334",NA,"0.000641473108462158",NA,"0.616",NA,"0",NA,"0.507","0.0841079778295366","0.143572661510331","0.019","0.136593036636783","0.571","0.495180981262613","0.0163934426229508","0.0417621354373092","0.87539","0.0262474338490235",NA,"0.034",NA,"0.041",NA,"0.128","0.003","0.0234375","0.282133746452046","0.897223429149914","0.90848048048048","0.137065175679679","0.894420525009971","0.248491556426532"
"1067","node2vecedges","scenario4_1000_rework_0.1.csv","scenario4","1000","rework","0.1","0.997238748023708","0.00234786840663655","0.0417245795653923",NA,"0.00010825209097664",NA,"0.64",NA,"0.004",NA,"0.541","0.0767273511954237","0.120486118755557","0.013","0.113330683593826","0.491","0.50016914056064","0.0188679245283019","0.0398569739751494","0.897754","0.0427804962633994",NA,"0.0610000000000001",NA,"0.074",NA,"0.128","0.003","0.0234375","0.433123110202409","0.806457542114146","0.910346346346346","0.137534319699103","0.88290397086112","0.269334817514705"
"1077","node2vecedges","scenario4_1000_rework_0.15.csv","scenario4","1000","rework","0.15","0.999146150530847","0.000664472460127583","0.0772813307100943",NA,"3.57608704593667e-05",NA,"0.644",NA,"0",NA,"0.467","0.101312963983995","0.154094105656059","0.027","0.162164414398774","0.591","0.491895274383645","0.0114942528735632","0.030035975933993","0.907859","0.0776694431400554",NA,"0.081",NA,"0.0629999999999999",NA,"0.128","0.003","0.0234375","0.629503378228199","0.63746852552294","0.924960960960961","0.119436279912342","0.915051738889546","0.221058132292915"
"1087","node2vecedges","scenario4_1000_rework_0.2.csv","scenario4","1000","rework","0.2","0.999554706365908","0.000475297720155775","0.0903049976071834",NA,"2.78015752027301e-05",NA,"0.638",NA,"0",NA,"0.548","0.0951608289105377","0.15574435043974","0.031","0.173404351355637","0.572","0.495036423974096","0.010752688172043","0.028976623229461","0.911539","0.0793219232202688",NA,"0.1",NA,"0.099",NA,"0.128","0.003","0.0234375","0.717910015869478","0.534601001160596","0.933965965965966","0.0916632485280333","0.903280212111127","0.259539368812418"
"1097","node2vecedges","scenario4_1000_skip_0.05.csv","scenario4","1000","skip","0.05","0.999465120898399","0.000462338433401537","0.0672688601068099",NA,"0.00050774131356406",NA,"0.832",NA,"0.002",NA,"0.378","0.0619690493638113","0.108287361914589","0.011","0.104354635210372","0.539","0.49872610491905","0.0263157894736842","0.0525537589691957","0.875096","0.0393954988591597",NA,"0.03",NA,"0.032",NA,"0.128","0.003","0.0234375","0.315419088938081","0.87954930991442","0.902138138138138","0.166679932071211","0.883122526999825","0.26913006209163"
"11011","node2vecedges","scenario4_1000_skip_0.1.csv","scenario4","1000","skip","0.1","0.99896709323775","0.000850861227643754","0.122434675128388",NA,"5.0675289825265e-05",NA,"0.958",NA,"0",NA,"0.422","0.0783128340220551","0.130267233306238","0.011","0.104354635210372","0.551","0.497641082153239","0.0178571428571429","0.0402742546103039","0.8897","0.0759758101802629",NA,"0.087",NA,"0.091",NA,"0.128","0.003","0.0234375","0.484647739731445","0.768548734683825","0.920808808808809","0.127387447096197","0.890271786550626","0.263026674627453"
"11111","node2vecedges","scenario4_1000_skip_0.15.csv","scenario4","1000","skip","0.15","0.999509550282861","0.000403438700643822","0.206213515913726",NA,"1.45211232310635e-06",NA,"0.932",NA,"0",NA,"0.477","0.101529825858022","0.146687983592559","0.025","0.156203071030628","0.523","0.499720642680209","0.0119047619047619","0.0296154547115852","0.913974","0.108986395133188",NA,"0.12",NA,"0.108",NA,"0.128","0.003","0.0234375","0.624653823250712","0.642543764389036","0.925771771771772","0.116673479373221","0.902689775058887","0.244710020983404"
"1129","node2vecedges","scenario4_1000_skip_0.2.csv","scenario4","1000","skip","0.2","0.998286874129493","0.00135219718934033","0.22846969487414",NA,"6.96681829013976e-06",NA,"0.928",NA,"0",NA,"0.463","0.108959918689924","0.160445198148938","0.032","0.176088066055048","0.539","0.49872610491905","0.00934579439252336","0.0249792754867734","0.921741","0.144996505125512",NA,"0.181",NA,"0.166",NA,"0.128","0.003","0.0234375","0.721928094887362","0.529411764705882","0.929319319319319","0.104019355860342","0.8958879717447","0.261525537785896"
